ARK_Tiel,,,,,,,,,
BR_Lobith,,,,,,,,,
DL_Emmerich,,,,,,,0.1,0.1,0.1
DL_Kaub,,,,,,,,,0.1
DL_Ruhrort,,,,,,,,0.1,0.1
IJ_Brummen,,,,,,,,,
IJ_Terwolde,,,,,,,,,
IJ_Velp,,,,,,,,,
IJ_Wapenveld,,,,,,,,,
IJ_Wilp,,,,,,,,,
IJ_Zalk,,,,,,,,,
MA_Mook,,,,,,,,,
MA_Niftrik,,,,,,,,,
MWK_Weurt,,,,,,,,,
NRL_Arnhem,,,,,,,,,
TK_Eefde,,,,,,,,,
WA_Erlecom,,,,,,0.1,0.1,0.1,0.1
WA_Ewijk,,,,,0.1,0.1,0.1,0.1,0.1
WA_Nijmegen,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,0.3
WA_Ophemert,,,,,,,,,
WA_St. Andries,,,,,,,,,
WA_Zaltbommel,,,,,,,,,
