ArcID,SeasonID,WaterLevel__m,RateOfFlow__m3_s,WaterSpeed__m_s,WaterDepth__m,Width,geometry,nrow_depth,nrow_width,mapping_to_grid
8873,1,3.022,83.439,0.146,3.844,80.000,"LINESTRING (155045 442401, 152462 442246)",226.000,220.000,"LINESTRING (153754 442324, 153141 442487)"
6581,1,3.018,76.439,0.130,3.762,80.000,"LINESTRING (152462 442246, 152304 442116)",229.000,227.000,"LINESTRING (152383 442181, 152548 442322)"
6611,1,3.017,76.439,0.119,3.596,80.000,"LINESTRING (152304 442116, 151742 441384)",237.000,232.000,"LINESTRING (152023 441750, 151459 441092)"
8940,1,3.010,71.439,0.104,3.666,80.000,"LINESTRING (151742 441384, 143178 441456)",250.000,246.000,"LINESTRING (147460 441420, 149087 441456)"
8941,1,3.004,71.438,0.081,3.412,80.000,"LINESTRING (143178 441456, 143051 441371)",273.000,272.000,"LINESTRING (143114 441414, 145047 443409)"
6614,1,3.004,71.438,0.081,4.737,80.000,"LINESTRING (143051 441371, 143042 441367)",288.000,286.000,"LINESTRING (143046 441369, 142329 441261)"
6620,1,3.002,71.438,0.075,4.662,80.000,"LINESTRING (143042 441367, 138262 443657)",298.000,291.000,"LINESTRING (140652 442512, 140040 442418)"
6489,1,3.001,71.438,0.071,5.572,80.000,"LINESTRING (138262 443657, 138219 443745)",302.000,302.000,"LINESTRING (138240 443701, 139026 442618)"
6485,1,3.000,71.438,0.073,6.778,80.000,"LINESTRING (138219 443745, 137597 444710)",309.000,309.000,"LINESTRING (137908 444228, 138004 444094)"
6464,1,3.000,71.438,1.940,3.746,80.000,"LINESTRING (137597 444710, 137562 444760)",312.000,311.000,"LINESTRING (137580 444735, 137586 444755)"
6460,1,3.000,71.438,1.940,3.515,80.000,"LINESTRING (137562 444760, 137557 444769)",313.000,313.000,"LINESTRING (137560 444764, 137442 444974)"
6459,1,0.990,71.262,0.115,4.089,80.000,"LINESTRING (137557 444769, 136872 445594)",314.000,314.000,"LINESTRING (137214 445182, 137278 445176)"
6438,1,0.989,71.169,0.120,3.463,80.000,"LINESTRING (136872 445594, 136871 445595)",316.000,316.000,"LINESTRING (136872 445594, 136927 445563)"
6437,1,0.987,71.169,0.120,3.482,80.000,"LINESTRING (136871 445595, 136273 445935)",317.000,317.000,"LINESTRING (136572 445765, 136703 445701)"
6431,1,0.985,71.111,0.112,3.912,80.000,"LINESTRING (136273 445935, 136264 445939)",319.000,319.000,"LINESTRING (136268 445937, 136248 445946)"
6429,1,0.985,71.039,0.111,3.536,80.000,"LINESTRING (136264 445939, 135494 446109)",321.000,320.000,"LINESTRING (135879 446024, 135750 446087)"
6420,1,0.984,67.893,0.105,3.861,80.000,"LINESTRING (135494 446109, 135492 446109)",322.000,322.000,"LINESTRING (135493 446109, 135491 446137)"
6426,1,0.981,67.893,0.105,3.725,80.000,"LINESTRING (135492 446109, 134926 446031)",323.000,323.000,"LINESTRING (135209 446070, 135230 446097)"
6427,1,0.979,67.803,0.094,3.712,80.000,"LINESTRING (134926 446031, 134691 445975)",325.000,324.000,"LINESTRING (134808 446003, 134721 446000)"
6440,1,0.977,67.724,0.094,3.426,80.000,"LINESTRING (134691 445975, 133798 445529)",327.000,326.000,"LINESTRING (134244 445752, 134261 445755)"
6441,1,0.973,67.623,0.103,3.658,80.000,"LINESTRING (133798 445529, 133789 445526)",329.000,329.000,"LINESTRING (133794 445528, 133791 445536)"
6442,1,0.973,67.623,0.103,3.658,80.000,"LINESTRING (133789 445526, 133740 445508)",329.000,329.000,"LINESTRING (133764 445517, 133791 445536)"
6443,1,0.973,67.623,0.103,3.389,79.913,"LINESTRING (133740 445508, 133730 445504)",335.000,335.000,"LINESTRING (133735 445506, 132551 444638)"
6565,1,0.952,67.090,0.086,3.417,80.000,"LINESTRING (133730 445504, 127030 442197)",359.000,337.000,"LINESTRING (130380 443850, 128550 443297)"
6616,1,0.880,66.440,0.085,3.455,80.000,"LINESTRING (127030 442197, 126090 441342)",361.000,361.000,"LINESTRING (126560 441770, 128142 443272)"
6717,1,0.815,66.203,0.068,3.797,80.000,"LINESTRING (126090 441342, 118588 439301)",398.000,385.000,"LINESTRING (122339 440322, 122625 439484)"
8978,1,0.792,66.220,0.060,4.557,80.000,"LINESTRING (118588 439301, 118244 439352)",414.000,409.000,"LINESTRING (118416 439326, 119358 439056)"
8979,1,0.792,66.230,0.066,4.164,80.000,"LINESTRING (118244 439352, 118054 439367)",420.000,419.000,"LINESTRING (118149 439360, 117934 439365)"
6696,1,0.793,66.240,0.072,4.412,80.000,"LINESTRING (118054 439367, 117177 439267)",421.000,421.000,"LINESTRING (117616 439317, 117708 439319)"
6885,1,0.798,66.340,0.066,4.380,80.000,"LINESTRING (117177 439267, 113664 436871)",445.000,428.000,"LINESTRING (115420 438069, 113071 436644)"
1735,1,0.816,64.713,0.050,4.515,80.000,"LINESTRING (113664 436871, 106900 434202)",457.000,446.000,"LINESTRING (110282 435536, 110675 435370)"
1743,1,0.841,65.011,0.034,4.887,80.000,"LINESTRING (106900 434202, 106649 434137)",478.000,467.000,"LINESTRING (106774 434170, 106125 433901)"
6995,1,0.856,65.234,0.049,4.625,80.000,"LINESTRING (106649 434137, 102723 433720)",482.000,480.000,"LINESTRING (104686 433928, 105216 433709)"
7000,1,0.864,65.417,0.092,5.263,80.000,"LINESTRING (102723 433720, 102217 433700)",492.000,490.000,"LINESTRING (102470 433710, 102948 433802)"
6653,1,8.271,318.570,0.833,4.267,40.000,"LINESTRING (193926 440313, 193775 440585)",0.000,0.000,"LINESTRING (193850 440449, 193795 440556)"
6641,1,8.204,318.570,0.833,4.103,40.000,"LINESTRING (193775 440585, 193646 441060)",6.000,1.000,"LINESTRING (193710 440822, 193648 441327)"
6630,1,8.079,318.570,0.911,3.982,40.000,"LINESTRING (193646 441060, 194294 442471)",7.000,7.000,"LINESTRING (193970 441766, 193672 441458)"
6543,1,8.017,318.570,0.842,4.182,40.000,"LINESTRING (194294 442471, 194302 442478)",14.000,14.000,"LINESTRING (194298 442474, 194094 442274)"
6542,1,8.017,318.570,0.842,4.545,40.000,"LINESTRING (194302 442478, 194319 442493)",16.000,16.000,"LINESTRING (194310 442486, 194282 442461)"
6541,1,7.955,318.570,0.842,4.062,40.000,"LINESTRING (194319 442493, 194327 442499)",20.000,17.000,"LINESTRING (194323 442496, 194741 442726)"
6538,1,7.820,318.570,0.923,3.835,40.000,"LINESTRING (194327 442499, 196416 443067)",26.000,21.000,"LINESTRING (195372 442783, 195516 442915)"
6512,1,7.727,318.570,0.830,3.674,40.000,"LINESTRING (196416 443067, 196425 443071)",40.000,29.000,"LINESTRING (196420 443069, 197167 443600)"
6510,1,7.318,318.570,0.910,3.740,40.000,"LINESTRING (196425 443071, 201475 447622)",76.000,47.000,"LINESTRING (198950 445346, 200162 446500)"
6209,1,6.932,318.570,0.844,3.682,40.000,"LINESTRING (201475 447622, 201537 447615)",91.000,77.000,"LINESTRING (201506 447618, 201604 447592)"
6451,1,6.827,318.570,0.734,3.967,40.000,"LINESTRING (201537 447615, 205815 447405)",126.000,107.000,"LINESTRING (203676 447510, 204606 445604)"
8934,1,6.224,320.570,0.788,3.764,40.000,"LINESTRING (205815 447405, 205816 447485)",127.000,127.000,"LINESTRING (205816 447445, 204693 445704)"
8935,1,6.174,320.570,0.788,4.548,40.000,"LINESTRING (205816 447485, 205957 448125)",147.000,145.000,"LINESTRING (205886 447805, 205860 447953)"
6189,1,6.124,320.570,0.774,3.955,40.000,"LINESTRING (205957 448125, 205968 448144)",148.000,148.000,"LINESTRING (205962 448134, 205918 448071)"
6187,1,6.124,320.570,0.774,4.560,40.000,"LINESTRING (205968 448144, 205973 448153)",149.000,149.000,"LINESTRING (205970 448148, 205989 448184)"
6186,1,6.124,320.570,0.774,4.492,40.000,"LINESTRING (205973 448153, 206048 448304)",156.000,150.000,"LINESTRING (206010 448228, 206082 449087)"
6177,1,5.913,320.570,0.786,3.947,40.000,"LINESTRING (206048 448304, 204989 451419)",175.000,157.000,"LINESTRING (205518 449862, 204683 450938)"
5916,1,5.327,320.571,0.702,3.785,40.000,"LINESTRING (204989 451419, 209711 459180)",235.000,194.000,"LINESTRING (207350 455300, 209419 456209)"
6000,1,4.490,320.571,0.663,3.958,40.000,"LINESTRING (209711 459180, 209708 459189)",254.000,242.000,"LINESTRING (209710 459184, 211558 456434)"
5998,1,4.397,320.571,0.630,4.744,40.000,"LINESTRING (209708 459189, 209861 461963)",298.000,297.000,"LINESTRING (209784 460576, 209788 460088)"
5799,1,4.290,320.571,0.682,4.150,40.000,"LINESTRING (209861 461963, 209858 461973)",313.000,309.000,"LINESTRING (209860 461968, 209910 461816)"
5798,1,4.290,320.571,0.682,3.970,40.000,"LINESTRING (209858 461973, 209846 462004)",315.000,315.000,"LINESTRING (209852 461988, 209825 462040)"
5797,1,4.290,320.571,0.682,3.970,40.000,"LINESTRING (209846 462004, 209842 462013)",315.000,315.000,"LINESTRING (209844 462008, 209825 462040)"
1638,1,4.255,320.571,0.655,4.571,40.000,"LINESTRING (209842 462013, 209416 462880)",318.000,317.000,"LINESTRING (209629 462446, 209686 462372)"
1603,1,4.228,320.571,0.645,4.337,40.000,"LINESTRING (209416 462880, 209537 463748)",330.000,323.000,"LINESTRING (209476 463314, 209539 463716)"
5777,1,4.112,320.571,0.654,4.407,40.000,"LINESTRING (209537 463748, 210034 464734)",331.000,331.000,"LINESTRING (209786 464241, 209564 463834)"
5699,1,3.546,327.571,0.585,3.709,50.000,"LINESTRING (210034 464734, 208209 471732)",373.000,340.000,"LINESTRING (209122 468233, 207724 467217)"
5562,1,3.134,327.571,0.666,3.972,50.000,"LINESTRING (208209 471732, 208201 471738)",426.000,413.000,"LINESTRING (208205 471735, 208575 471407)"
5561,1,3.056,327.571,0.594,4.163,50.000,"LINESTRING (208201 471738, 208044 473384)",435.000,435.000,"LINESTRING (208122 472561, 207864 472189)"
5520,1,2.981,327.571,0.635,3.782,50.000,"LINESTRING (208044 473384, 207629 473727)",445.000,443.000,"LINESTRING (207836 473556, 208043 473352)"
5513,1,2.939,327.571,0.635,4.219,50.000,"LINESTRING (207629 473727, 207620 473732)",449.000,449.000,"LINESTRING (207624 473730, 207721 473693)"
5512,1,2.939,327.571,0.646,3.773,50.000,"LINESTRING (207620 473732, 207298 473903)",453.000,451.000,"LINESTRING (207459 473818, 207296 473915)"
5507,1,2.893,327.571,0.624,4.250,50.000,"LINESTRING (207298 473903, 206807 474429)",454.000,454.000,"LINESTRING (207052 474166, 207218 474005)"
5477,1,2.856,327.571,0.655,4.041,50.000,"LINESTRING (206807 474429, 206799 474434)",465.000,458.000,"LINESTRING (206803 474432, 206188 474805)"
5476,1,2.625,327.571,0.578,3.903,50.000,"LINESTRING (206799 474434, 203953 478909)",474.000,472.000,"LINESTRING (205376 476672, 205315 475385)"
5357,1,2.271,327.571,0.610,4.039,50.000,"LINESTRING (203953 478909, 203722 483872)",530.000,507.000,"LINESTRING (203838 481390, 203179 481392)"
8936,1,1.859,327.571,0.588,3.802,50.000,"LINESTRING (203722 483872, 205309 488905)",572.000,554.000,"LINESTRING (204516 486388, 203066 485933)"
8937,1,1.411,327.571,0.556,4.054,50.000,"LINESTRING (205309 488905, 205236 489601)",614.000,609.000,"LINESTRING (205272 489253, 204992 488243)"
4567,1,0.992,327.572,0.569,3.615,60.000,"LINESTRING (205236 489601, 201466 499606)",634.000,626.000,"LINESTRING (203351 494604, 205594 490468)"
3936,1,0.582,327.572,0.587,3.527,60.000,"LINESTRING (201466 499606, 200823 500512)",724.000,703.000,"LINESTRING (201144 500059, 201671 499465)"
3924,1,0.544,327.572,0.584,3.547,60.000,"LINESTRING (200823 500512, 200820 500521)",736.000,734.000,"LINESTRING (200822 500516, 200795 500563)"
3923,1,0.544,327.572,0.601,3.599,60.000,"LINESTRING (200820 500521, 200533 501245)",739.000,738.000,"LINESTRING (200676 500883, 200685 500906)"
3899,1,0.502,327.572,0.580,3.799,60.000,"LINESTRING (200533 501245, 200528 501254)",742.000,741.000,"LINESTRING (200530 501250, 200540 501235)"
3898,1,0.466,327.572,0.580,4.105,60.000,"LINESTRING (200528 501254, 200385 501458)",744.000,743.000,"LINESTRING (200456 501356, 200414 501438)"
3884,1,0.466,327.572,0.580,4.257,60.000,"LINESTRING (200385 501458, 200287 501552)",745.000,745.000,"LINESTRING (200336 501505, 200334 501530)"
3879,1,0.466,327.572,0.536,4.079,60.000,"LINESTRING (200287 501552, 200280 501558)",746.000,746.000,"LINESTRING (200284 501555, 200241 501606)"
3878,1,0.441,327.572,0.536,3.382,60.000,"LINESTRING (200280 501558, 199747 502000)",760.000,747.000,"LINESTRING (200014 501779, 198827 502488)"
3855,1,0.054,326.572,0.546,3.345,60.000,"LINESTRING (199747 502000, 192013 506222)",788.000,769.000,"LINESTRING (195880 504111, 197731 505070)"
4224,1,-0.166,326.572,0.458,3.709,60.000,"LINESTRING (192013 506222, 192006 506229)",846.000,836.000,"LINESTRING (192010 506226, 193044 505705)"
8894,1,-0.166,326.572,0.411,4.309,60.000,"LINESTRING (192006 506229, 191702 506806)",858.000,858.000,"LINESTRING (191854 506518, 191832 506396)"
8895,1,-0.184,326.572,0.394,5.206,60.000,"LINESTRING (191702 506806, 191580 507255)",864.000,862.000,"LINESTRING (191641 507030, 191631 507084)"
4216,1,-0.190,326.572,0.339,5.459,60.000,"LINESTRING (191580 507255, 191067 508138)",867.000,867.000,"LINESTRING (191324 507696, 191524 507426)"
