ArcID,SeasonID,WaterLevel__m,RateOfFlow__m3_s,WaterSpeed__m_s,WaterDepth__m,Width,geometry,nrow_depth,nrow_width,mapping_to_grid
6621,1,6.854,18.522,0.057,2.105,65.694,"LINESTRING (192812 441239, 191937 442555)",10.000,10.000,"LINESTRING (192374 441897, 192488 442080)"
6531,1,6.853,18.522,0.055,2.396,67.495,"LINESTRING (191937 442555, 191034 443070)",14.000,14.000,"LINESTRING (191486 442812, 191860 442582)"
6511,1,6.852,18.522,0.050,2.630,68.948,"LINESTRING (191034 443070, 191026 443075)",19.000,19.000,"LINESTRING (191030 443072, 190999 443098)"
6509,1,6.852,18.522,0.052,2.552,68.461,"LINESTRING (191026 443075, 190252 443561)",20.000,20.000,"LINESTRING (190639 443318, 190818 443192)"
6494,1,6.852,18.522,0.049,2.443,67.789,"LINESTRING (190252 443561, 190244 443568)",26.000,26.000,"LINESTRING (190248 443564, 189813 443900)"
6505,1,6.851,18.522,0.048,2.181,66.162,"LINESTRING (190244 443568, 188342 443248)",27.000,27.000,"LINESTRING (189293 443408, 189620 443965)"
6544,1,6.850,18.522,0.045,2.770,69.812,"LINESTRING (188342 443248, 187107 442494)",40.000,40.000,"LINESTRING (187724 442871, 187572 442475)"
6540,1,6.850,18.522,0.045,2.507,68.186,"LINESTRING (187107 442494, 187098 442498)",42.000,42.000,"LINESTRING (187102 442496, 187166 442468)"
6539,1,6.849,18.522,0.037,3.106,70.000,"LINESTRING (187098 442498, 185214 442777)",51.000,45.000,"LINESTRING (186156 442638, 185415 442845)"
6591,1,6.849,18.522,0.042,3.176,70.000,"LINESTRING (185214 442777, 183995 441864)",53.000,52.000,"LINESTRING (184604 442320, 185030 442703)"
6592,1,6.848,18.522,0.041,3.758,70.000,"LINESTRING (183995 441864, 183987 441858)",59.000,58.000,"LINESTRING (183991 441861, 184067 441930)"
6595,1,6.848,18.522,4.116,2.811,75.289,"LINESTRING (183987 441858, 183644 441685)",61.000,61.000,"LINESTRING (183816 441772, 183714 441723)"
6605,1,5.985,18.522,0.047,2.735,74.681,"LINESTRING (183644 441685, 182703 441474)",66.000,66.000,"LINESTRING (183174 441580, 182717 441481)"
6619,1,5.984,18.522,0.046,2.572,73.379,"LINESTRING (182703 441474, 181084 441551)",67.000,67.000,"LINESTRING (181894 441512, 182527 441399)"
6598,1,5.983,18.522,0.041,3.138,77.902,"LINESTRING (181084 441551, 181075 441556)",73.000,73.000,"LINESTRING (181080 441554, 181335 441441)"
6597,1,5.983,18.522,0.038,2.972,76.578,"LINESTRING (181075 441556, 178492 442128)",90.000,90.000,"LINESTRING (179784 441842, 178282 441948)"
6644,1,5.982,18.522,0.032,3.031,77.049,"LINESTRING (178492 442128, 172995 440571)",100.000,100.000,"LINESTRING (175744 441350, 176310 441478)"
6699,1,5.981,18.522,0.028,3.677,80.000,"LINESTRING (172995 440571, 168011 440492)",131.000,117.000,"LINESTRING (170503 440532, 170699 439250)"
6646,1,5.981,16.522,0.025,4.209,80.000,"LINESTRING (168011 440492, 168001 440494)",141.000,140.000,"LINESTRING (168006 440493, 168913 440207)"
6645,1,5.980,16.522,0.019,4.398,80.000,"LINESTRING (168001 440494, 157896 443799)",162.000,160.000,"LINESTRING (162948 442146, 165313 442224)"
6479,1,5.980,16.523,0.018,5.389,80.000,"LINESTRING (157896 443799, 157789 443799)",195.000,187.000,"LINESTRING (157842 443799, 158989 444152)"
6507,1,5.980,16.524,0.019,6.111,80.000,"LINESTRING (157789 443799, 156644 443170)",206.000,203.000,"LINESTRING (157216 443484, 157090 443114)"
6508,1,5.980,16.515,0.018,4.206,80.000,"LINESTRING (156644 443170, 156400 443081)",210.000,207.000,"LINESTRING (156522 443126, 156306 442871)"
6527,1,2.446,16.518,0.033,3.611,80.000,"LINESTRING (156400 443081, 155523 442674)",211.000,211.000,"LINESTRING (155962 442878, 156108 442815)"
6530,1,2.446,16.522,0.036,3.451,80.000,"LINESTRING (155523 442674, 155462 442587)",213.000,213.000,"LINESTRING (155492 442630, 155715 442699)"
8872,1,2.446,16.522,0.036,3.550,80.000,"LINESTRING (155462 442587, 155045 442401)",215.000,215.000,"LINESTRING (155254 442494, 155336 442536)"
8873,1,2.445,16.521,0.033,3.279,79.033,"LINESTRING (155045 442401, 152462 442246)",226.000,226.000,"LINESTRING (153754 442324, 153141 442491)"
6581,1,2.445,9.520,0.019,3.212,78.499,"LINESTRING (152462 442246, 152304 442116)",229.000,229.000,"LINESTRING (152383 442181, 152548 442322)"
6611,1,2.445,9.520,0.017,3.066,77.329,"LINESTRING (152304 442116, 151742 441384)",237.000,237.000,"LINESTRING (152023 441750, 151457 441094)"
8940,1,2.445,0.004,0.000,3.156,78.050,"LINESTRING (151742 441384, 143178 441456)",250.000,250.000,"LINESTRING (147460 441420, 149087 441456)"
8941,1,2.446,0.002,0.000,2.926,76.210,"LINESTRING (143178 441456, 143051 441371)",273.000,273.000,"LINESTRING (143114 441414, 145047 443409)"
6614,1,2.446,0.002,0.000,4.182,80.000,"LINESTRING (143051 441371, 143042 441367)",288.000,286.000,"LINESTRING (143046 441369, 142329 441261)"
6620,1,2.446,0.002,-0.000,4.108,80.000,"LINESTRING (143042 441367, 138262 443657)",298.000,291.000,"LINESTRING (140652 442512, 140040 442418)"
6489,1,2.446,0.001,-0.000,5.020,80.000,"LINESTRING (138262 443657, 138219 443745)",302.000,302.000,"LINESTRING (138240 443701, 139026 442618)"
6485,1,2.446,0.000,0.000,6.226,80.000,"LINESTRING (138219 443745, 137597 444710)",309.000,309.000,"LINESTRING (137908 444228, 138004 444094)"
6464,1,2.446,0.000,0.000,3.614,80.000,"LINESTRING (137597 444710, 137562 444760)",312.000,311.000,"LINESTRING (137580 444735, 137586 444755)"
6460,1,2.446,0.000,0.000,3.384,79.876,"LINESTRING (137562 444760, 137557 444769)",313.000,313.000,"LINESTRING (137560 444764, 137442 444974)"
6459,1,0.832,-0.183,-0.001,3.959,80.000,"LINESTRING (137557 444769, 136872 445594)",314.000,314.000,"LINESTRING (137214 445182, 137278 445176)"
6438,1,0.831,-0.280,0.001,3.335,79.476,"LINESTRING (136872 445594, 136871 445595)",316.000,316.000,"LINESTRING (136872 445594, 136926 445562)"
6437,1,0.830,-0.280,0.001,3.355,79.637,"LINESTRING (136871 445595, 136273 445935)",317.000,317.000,"LINESTRING (136572 445765, 136703 445701)"
6431,1,0.829,-0.340,-0.000,3.786,80.000,"LINESTRING (136273 445935, 136264 445939)",319.000,319.000,"LINESTRING (136268 445937, 136248 445946)"
6429,1,0.829,-0.413,0.000,3.405,80.000,"LINESTRING (136264 445939, 135494 446109)",321.000,320.000,"LINESTRING (135879 446024, 135751 446092)"
6420,1,0.828,-3.562,-0.001,3.737,80.000,"LINESTRING (135494 446109, 135492 446109)",322.000,322.000,"LINESTRING (135493 446109, 135491 446137)"
6426,1,0.826,-3.562,-0.001,3.601,80.000,"LINESTRING (135492 446109, 134926 446031)",323.000,323.000,"LINESTRING (135209 446070, 135230 446097)"
6427,1,0.824,-3.655,-0.005,3.590,80.000,"LINESTRING (134926 446031, 134691 445975)",325.000,324.000,"LINESTRING (134808 446003, 134721 446000)"
6440,1,0.821,-3.737,-0.007,3.352,79.612,"LINESTRING (134691 445975, 133798 445529)",327.000,327.000,"LINESTRING (134244 445752, 134261 445755)"
6441,1,0.819,-3.838,0.002,3.537,80.000,"LINESTRING (133798 445529, 133789 445526)",329.000,329.000,"LINESTRING (133794 445528, 133791 445536)"
6442,1,0.819,-3.838,0.002,3.537,80.000,"LINESTRING (133789 445526, 133740 445508)",329.000,329.000,"LINESTRING (133764 445517, 133791 445536)"
6443,1,0.819,-3.838,0.002,3.286,79.089,"LINESTRING (133740 445508, 133730 445504)",335.000,335.000,"LINESTRING (133735 445506, 132551 444638)"
6565,1,0.801,-4.381,-0.003,3.316,79.329,"LINESTRING (133730 445504, 127030 442197)",359.000,359.000,"LINESTRING (130380 443850, 128550 443291)"
6616,1,0.744,-5.023,0.009,3.354,79.633,"LINESTRING (127030 442197, 126090 441342)",361.000,361.000,"LINESTRING (126560 441770, 128142 443272)"
6717,1,0.701,-10.263,-0.008,3.707,80.000,"LINESTRING (126090 441342, 118588 439301)",398.000,385.000,"LINESTRING (122339 440322, 122625 439484)"
8978,1,0.703,-10.248,-0.002,4.476,80.000,"LINESTRING (118588 439301, 118244 439352)",414.000,409.000,"LINESTRING (118416 439326, 119358 439056)"
8979,1,0.703,-10.239,0.002,4.086,80.000,"LINESTRING (118244 439352, 118054 439367)",420.000,419.000,"LINESTRING (118149 439360, 117934 439365)"
6696,1,0.705,-10.229,0.009,4.335,80.000,"LINESTRING (118054 439367, 117177 439267)",421.000,421.000,"LINESTRING (117616 439317, 117708 439319)"
6885,1,0.713,-10.134,0.006,4.315,80.000,"LINESTRING (117177 439267, 113664 436871)",445.000,428.000,"LINESTRING (115420 438069, 113071 436644)"
1735,1,0.735,-11.774,0.002,4.454,80.000,"LINESTRING (113664 436871, 106900 434202)",457.000,446.000,"LINESTRING (110282 435536, 110675 435370)"
1743,1,0.756,-11.477,-0.010,4.835,80.000,"LINESTRING (106900 434202, 106649 434137)",478.000,467.000,"LINESTRING (106774 434170, 106125 433901)"
6995,1,0.770,-11.246,0.008,4.574,80.000,"LINESTRING (106649 434137, 102723 433720)",482.000,480.000,"LINESTRING (104686 433928, 105216 433709)"
7000,1,0.779,-11.052,0.054,5.216,80.000,"LINESTRING (102723 433720, 102217 433700)",492.000,490.000,"LINESTRING (102470 433710, 102948 433802)"
6653,1,6.856,168.411,0.626,2.862,40.000,"LINESTRING (193926 440313, 193775 440585)",0.000,0.000,"LINESTRING (193850 440449, 193795 440556)"
6641,1,6.780,168.411,0.626,2.667,40.000,"LINESTRING (193775 440585, 193646 441060)",6.000,1.000,"LINESTRING (193710 440822, 193649 441327)"
6630,1,6.607,168.411,0.721,2.520,40.000,"LINESTRING (193646 441060, 194294 442471)",11.000,7.000,"LINESTRING (193970 441766, 193861 441950)"
6543,1,6.512,168.411,0.678,2.686,40.000,"LINESTRING (194294 442471, 194302 442478)",14.000,14.000,"LINESTRING (194298 442474, 194093 442275)"
6542,1,6.512,168.411,0.678,3.045,40.000,"LINESTRING (194302 442478, 194319 442493)",16.000,16.000,"LINESTRING (194310 442486, 194284 442459)"
6541,1,6.467,168.411,0.678,2.557,40.000,"LINESTRING (194319 442493, 194327 442499)",20.000,17.000,"LINESTRING (194323 442496, 194740 442729)"
6538,1,6.327,168.411,0.731,2.347,38.804,"LINESTRING (194327 442499, 196416 443067)",26.000,26.000,"LINESTRING (195372 442783, 195518 442910)"
6512,1,6.227,168.411,0.657,2.253,38.077,"LINESTRING (196416 443067, 196425 443071)",40.000,40.000,"LINESTRING (196420 443069, 197167 443600)"
6510,1,5.792,168.411,0.746,2.272,38.218,"LINESTRING (196425 443071, 201475 447622)",76.000,76.000,"LINESTRING (198950 445346, 200167 446499)"
6209,1,5.358,168.413,0.682,2.222,37.835,"LINESTRING (201475 447622, 201537 447615)",77.000,77.000,"LINESTRING (201506 447618, 200181 446633)"
6451,1,5.244,168.414,0.591,2.435,39.492,"LINESTRING (201537 447615, 205815 447405)",126.000,126.000,"LINESTRING (203676 447510, 204607 445603)"
8934,1,4.607,168.415,0.635,2.271,38.216,"LINESTRING (205815 447405, 205816 447485)",127.000,127.000,"LINESTRING (205816 447445, 204696 445702)"
8935,1,4.555,168.415,0.635,2.929,40.000,"LINESTRING (205816 447485, 205957 448125)",147.000,145.000,"LINESTRING (205886 447805, 205859 447954)"
6189,1,4.504,168.415,0.618,2.400,39.222,"LINESTRING (205957 448125, 205968 448144)",148.000,148.000,"LINESTRING (205962 448134, 205923 448068)"
6187,1,4.504,168.415,0.618,2.983,40.000,"LINESTRING (205968 448144, 205973 448153)",149.000,149.000,"LINESTRING (205970 448148, 205993 448182)"
6186,1,4.504,168.415,0.618,2.923,40.000,"LINESTRING (205973 448153, 206048 448304)",156.000,150.000,"LINESTRING (206010 448228, 206085 449087)"
6177,1,4.298,168.416,0.638,2.399,39.214,"LINESTRING (206048 448304, 204989 451419)",177.000,177.000,"LINESTRING (205518 449862, 204793 451181)"
5916,1,3.667,168.417,0.572,2.265,38.170,"LINESTRING (204989 451419, 209711 459180)",235.000,235.000,"LINESTRING (207350 455300, 209419 456208)"
6000,1,2.814,168.419,0.526,2.417,39.354,"LINESTRING (209711 459180, 209708 459189)",254.000,254.000,"LINESTRING (209710 459184, 211558 456435)"
5998,1,2.729,168.420,0.496,3.196,40.000,"LINESTRING (209708 459189, 209861 461963)",298.000,297.000,"LINESTRING (209784 460576, 209788 460088)"
5799,1,2.624,168.421,0.565,2.619,40.000,"LINESTRING (209861 461963, 209858 461973)",313.000,309.000,"LINESTRING (209860 461968, 209910 461816)"
5798,1,2.624,168.421,0.565,2.440,39.530,"LINESTRING (209858 461973, 209846 462004)",315.000,315.000,"LINESTRING (209852 461988, 209830 462042)"
5797,1,2.624,168.421,0.565,2.440,39.530,"LINESTRING (209846 462004, 209842 462013)",315.000,315.000,"LINESTRING (209844 462008, 209830 462042)"
1638,1,2.588,168.421,0.531,3.042,40.000,"LINESTRING (209842 462013, 209416 462880)",318.000,317.000,"LINESTRING (209629 462446, 209689 462373)"
1603,1,2.561,168.422,0.514,2.811,40.000,"LINESTRING (209416 462880, 209537 463748)",330.000,323.000,"LINESTRING (209476 463314, 209537 463717)"
5777,1,2.434,168.422,0.521,2.883,40.000,"LINESTRING (209537 463748, 210034 464734)",331.000,331.000,"LINESTRING (209786 464241, 209562 463834)"
5699,1,1.922,162.427,0.432,2.316,48.564,"LINESTRING (210034 464734, 208209 471732)",373.000,373.000,"LINESTRING (209122 468233, 207726 467219)"
5562,1,1.571,162.430,0.484,2.545,50.000,"LINESTRING (208209 471732, 208201 471738)",426.000,413.000,"LINESTRING (208205 471735, 208578 471409)"
5561,1,1.509,162.431,0.425,2.754,50.000,"LINESTRING (208201 471738, 208044 473384)",435.000,435.000,"LINESTRING (208122 472561, 207858 472187)"
5520,1,1.449,162.433,0.450,2.384,49.093,"LINESTRING (208044 473384, 207629 473727)",445.000,445.000,"LINESTRING (207836 473556, 208040 473351)"
5513,1,1.420,162.433,0.450,2.832,50.000,"LINESTRING (207629 473727, 207620 473732)",449.000,449.000,"LINESTRING (207624 473730, 207725 473700)"
5512,1,1.420,162.433,0.468,2.398,49.205,"LINESTRING (207620 473732, 207298 473903)",453.000,453.000,"LINESTRING (207459 473818, 207298 473917)"
5507,1,1.382,162.434,0.445,2.876,50.000,"LINESTRING (207298 473903, 206807 474429)",454.000,454.000,"LINESTRING (207052 474166, 207218 474005)"
5477,1,1.352,162.434,0.468,2.687,50.000,"LINESTRING (206807 474429, 206799 474434)",465.000,458.000,"LINESTRING (206803 474432, 206187 474803)"
5476,1,1.173,162.438,0.404,2.564,50.000,"LINESTRING (206799 474434, 203953 478909)",474.000,472.000,"LINESTRING (205376 476672, 205306 475381)"
5357,1,0.926,162.443,0.422,2.724,50.000,"LINESTRING (203953 478909, 203722 483872)",511.000,507.000,"LINESTRING (203838 481390, 203757 479359)"
8936,1,0.648,162.447,0.393,2.721,50.000,"LINESTRING (203722 483872, 205309 488905)",572.000,554.000,"LINESTRING (204516 486388, 203061 485929)"
8937,1,0.372,162.453,0.351,3.077,50.000,"LINESTRING (205309 488905, 205236 489601)",614.000,609.000,"LINESTRING (205272 489253, 204992 488243)"
4567,1,0.153,162.457,0.346,2.692,60.000,"LINESTRING (205236 489601, 201466 499606)",634.000,626.000,"LINESTRING (203351 494604, 205594 490468)"
3936,1,-0.032,162.462,0.347,2.929,60.000,"LINESTRING (201466 499606, 200823 500512)",724.000,703.000,"LINESTRING (201144 500059, 201671 499465)"
3924,1,-0.048,162.462,0.343,3.002,60.000,"LINESTRING (200823 500512, 200820 500521)",736.000,734.000,"LINESTRING (200822 500516, 200799 500565)"
3923,1,-0.048,162.462,0.353,3.070,60.000,"LINESTRING (200820 500521, 200533 501245)",739.000,738.000,"LINESTRING (200676 500883, 200685 500906)"
3899,1,-0.066,162.463,0.336,3.274,60.000,"LINESTRING (200533 501245, 200528 501254)",742.000,741.000,"LINESTRING (200530 501250, 200532 501231)"
3898,1,-0.081,162.463,0.336,3.586,60.000,"LINESTRING (200528 501254, 200385 501458)",744.000,743.000,"LINESTRING (200456 501356, 200407 501432)"
3884,1,-0.081,162.463,0.336,3.753,60.000,"LINESTRING (200385 501458, 200287 501552)",745.000,745.000,"LINESTRING (200336 501505, 200330 501526)"
3879,1,-0.081,162.463,0.304,3.584,60.000,"LINESTRING (200287 501552, 200280 501558)",746.000,746.000,"LINESTRING (200284 501555, 200241 501606)"
3878,1,-0.090,162.463,0.304,2.946,60.000,"LINESTRING (200280 501558, 199747 502000)",760.000,747.000,"LINESTRING (200014 501779, 198826 502484)"
3855,1,-0.235,161.466,0.293,3.016,60.000,"LINESTRING (199747 502000, 192013 506222)",788.000,769.000,"LINESTRING (195880 504111, 197729 505066)"
4224,1,-0.302,161.467,0.234,3.555,60.000,"LINESTRING (192013 506222, 192006 506229)",846.000,836.000,"LINESTRING (192010 506226, 193044 505705)"
8894,1,-0.302,161.467,0.210,4.187,60.000,"LINESTRING (192006 506229, 191702 506806)",858.000,858.000,"LINESTRING (191854 506518, 191832 506396)"
8895,1,-0.307,161.467,0.199,5.092,60.000,"LINESTRING (191702 506806, 191580 507255)",864.000,862.000,"LINESTRING (191641 507030, 191631 507084)"
4216,1,-0.308,161.467,0.172,5.349,60.000,"LINESTRING (191580 507255, 191067 508138)",867.000,867.000,"LINESTRING (191324 507696, 191524 507426)"
